,source,edge,target
152,provider,maintains,elastic  services
153,resources,metered,services
154,only  users,charged,only  resources
155,Maintenance,ensured_by,service providers
156,service providers,allows,efficiently  specialization
157,lower resource costs,passed,cloud users
158,potentially data storage strategy,increases,reliability
159,same  strategy,lowers,communication costs
160,new  applications,speculate,infrastructure
161,how  infrastructure,evolve,new  paradigm
162,users,rely_on,large data centers
163,data data activities,benefit_from,cloud computing
164,range,stored_on,such management cloud
165,early  Apple,announced,the
166,content,confined_to_personal,such  workstations
167,easily  approach,shared,major  concerns
168,approach,raises_major,major
169,we,own,still  information
170,few  focus,expected,main application domain
171,shift,reflected_by,dedicated United States
172,government agencies,recognize,regulatory IT systems
173,how  agencies,invested,cloud computing
174,cost,noted,wide area network
175,cost,decreased,wide area network
176,where  application,makes_economical,other  cloud
177,new  classes,leads,few cloud computing years
178,new  classes,emerge_in,few cloud computing years
179,high  that,generated,even  misinformation
180,we,attempt,main cloud computing
181,We,discuss,then cloud technology
182,decades,paved,distributed cloud computing
183,we,discovered,algorithmic  others
184,we,start,parallel computing parallel systems
185,systems,allow,controlled  environment
186,administrators,enforce,virtual security resources
187,model,challenged_in,early peer topeer
188,systems,regarded_as,clouds
189,model,promoted,distributed  the
190,resources,located_in_different,administrative  domains
191,systems,exploit,computing network resources
192,scientific  computing,developed_in,intensive  tasks
193,scientific  computing,used_free,participating  systems
194,model,represents,several client server decades
195,systems,have_several,desirable  properties
196,dedicated  resources,require,participating  systems
197,individual  nodes,required,global  state
198,abundance,are_resilient,high  replication
199,way network servers,require_excessive,client server model
200,Last  systems,shielded_from,often system architecture
201,P2P systems,raises,various  applications
202,activities,makes,copyrighted  content
203,ground newparadigmwas,embraced_by,other file sharing
204,BOINC applications applications,appeal,368 users applications
205,applications,appeal,networks
206,registered Skype users,reported_in,voice 100 calls
207,registered Skype users,used_more,than 100 billion
208,2012 volunteer computing,reports,6.3  petaFLOPS
209,2012 volunteer computing,involved,"than  275,000"
210,new P2P applications,rushed,dedicated  infrastructure
211,other  algorithms,require,nodes
212,Chord,maps,few  nodes
213,decentralized  client,uses_local,own client neighbors
214,credibility,depends,node
215,reputation,computes,minded  peers
216,servers,accept,participating coordination systems
217,servers,crawl_through,Web
218,new communication hosts,triggered,limited network systems
219,that,enables,node
220,systems,differ_in,systems architecture
221,centralized  others,have,dedicated  controller
222,others,have,dedicated
223,controller,involved_in,intensive  operations
224,Skype,has,central
225,users,sign,specific  site
226,controller,maintains,participating task systems
227,nodes,act_as,available system content
228,virtual overlay network,built_around,real  network
229,N  E,consider,vertices
230,virtual overlay node,maintains,table IP address
231,types,used_by,unstructured P2P systems
232,node,has,structured  unique
233,keys,selected,large name space
234,economical  advantages,became,cloud computing
235,centers,experience,sized resource centers
236,centers,have,large system centers
237,power,predicted,data 2011
238,demand,predicted,new power plants
239,energy costs,differ_from,state
240,1  KWh,costs,18  Hawaii
241,Thus data centers,placed_at,low energy cost
242,cloud,overloaded,different  management
243,cloud,covers,different  sizes
244,types,envisioned,cloud
245,infrastructure,operated,solely  organization
246,infrastructure,managed_by,third  organization
247,specific  that,shared_by_several,concerns
248,infrastructure,managed_by,third  premises
249,infrastructure,made_available,large cloud services
250,cloud,provide,such research institution
251,private  organization,based_on,resources
252,private  cloud,support,utility
253,private  cloud,use,same hardware infrastructure
254,cloud computing,grouped_into_several,general  categories
255,list,includes,cloud points
256,technological IT developments,promoted_by_large,place
257,companies,have,new  technologies
258,cloud,consists_of,administrative  domain
259,enterprise computing,focused_on,huge healthcare economy
260,Acloud,provides,the
261,Acloud elasticity,frees,single application system
262,cloud,eliminates,financial  commitment
263,cloud,based_on,you  approach
264,This,has,technological  advancements
265,cloud computing,are,technological  breakthroughs
266,obstacles,provide,research
267,We,list,obvious  service
268,such company activity,move,negatively cloud overload
269,economical  that,provided_by,projected  demand
270,serious  we,analyze,Chapter
271,networks,alleviate,problem
272,1 Gbps network,reduce,2 Performance unpredictability
273,Strategies,discussed_in,performance Section
274,self selfmanagement,seems,self organization
275,same  some,faces_major,major  own
276,challenges,differ_for,three cloud delivery models
277,centric trust we,created_by,long  time
278,public  cloud,provide,suitable
279,critical healthcare others,hosted_by_private,private  clouds
280,applications,confined_to_private,private  clouds
281,such  applications,keep_sensitive,public  processing
282,model,faces_similar,financial  services
283,user,interacts_with,cloud services
284,necessary system failure,increases,vulnerability
285,encryption,protect,storage
286,then  encryption,decrypted_for,processing
287,Indeed IaaS user,has,two cloud delivery models
288,considerable  resources,could,cloud
289,Virtualization,exposes,new  attack
290,base,includes,only  hardware
291,we,see_in,Section
292,state,saved,virtual  machine
293,yet  possibility,challenges,desirable  state
294,VM,wake,other  systems
295,challenge,related_to,resource cloud
296,ad resource management strategy,systematic,several QoS guarantees
297,controllers,implement,global  system
298,complex  system,seems_reasonable,only self management principles
299,self  management,raise,critical cloud computing services
300,that,becomes,security breach
301,we,related_to,interoperability
302,thus  service,support,extended  time
303,technical cloud computing,realize,technical cloud problems
304,effort,have,lasting cloud computing
305,computing,have,major  education
306,we,seen_little,little  area
307,made  entity,learned,modest  ability
308,that,can,goals
309,complex  applications,formulated,concert
310,us,allows,smaller  problems
311,us,solve_large,large  problems
312,computing,considered_for_many,many  years
313,science,required_major,several  algorithms
314,us,allow,same  solution
315,us,solve,single  system
316,Law1,gives,potential  speed
317,that,states,overall speed up
318,amount,decreases,when processes increases
319,this,affects,parallel  execution
320,2.7 speed processes,expressed_by,same  work
321,processes,assigned,same
322,amount,assumes,regardless problem size
323,same execution number,increase_with,problem size
324,namely  limitations,captures,sequential problem size
325,namely  limitations,balanced,sequential  code
326,which,reduces,ultimately  speed
327,parallel  computation,involves_multiple,multiple  stages
328,barrier synchronization,reduces,further speed up
329,parallel  threads,called,parallel  program
330,undesirable race results,lead_to,concurrent  events
331,results,depend,concurrent  execution
332,shared  resources,protected_by,serial  access
333,other  none,occurs,processes
334,none,threads,processes
335,thread,use,given  time
336,thread,hold,one  others
337,P2,wait_for,P3
338,Pn,wait,P1
339,two  processes,change,continually processes threads
340,we,have,livelock
341,none,complete,none
342,higher priority process,occurs,lower priority one
343,tasks,communicate,messages
344,shared memory systems,use,modern  supercomputers
345,discussion,restricted_to,communication paradigm
346,kernel,uses,virtual memory management
347,threads,communicate_via,shared  system
348,We,distinguish,fine
349,large  blocks,executed_in,parallel
350,large  blocks,executed,code
351,development,requires,considerable  effort
352,numerical analysis problems,requires,differential domain decomposition methods
353,concurrently  each,based_on,thus data paradigm
354,concurrently  each,running_on,different data block
355,3D  we,assume,n3  points
356,we,want,3D  n
357,geometric hardware that,done_by,n3  points
358,search,conducted_in,parallel
359,computational  task,reduced_by,appealing cloud computing
360,multiple design alternatives,compared,several optimization criteria
361,designer,run,minimum power consumption
362,configuration,requires,hours
363,hence  running,reduces,concurrently design time
364,parallel  computing,itwas_clear,specialized  hardware
365,parallel  computing,requires,specialized
366,We,nowtake,different  parallelism
367,process pi,maps,positive  integers
368,time message,stamps,logical  time
369,message,sent_with,logical  clock
370,rules,specified_by,following  relationship
371,modified space time events,illustrated_in,logical clock value
372,Messages,shown,processes
373,communication events,marked_on,diagrams
374,sequentially  process,labels_local,logical clock Equation
375,sequentially  process,events,logical clock value
376,logical  clocks,follows,global  events
377,logical  clocks,allow,global
378,logical message m2,labels,logical clock time
379,j -th event,is,process pi
380,clocks,lack,important  property
381,e3,are_consecutive,However process p3
382,reallife  network,reorder,messages
383,fact,has_profound,distributed  application
384,robot,getting,right monitoring order
385,when  message,establishes,actually destination process
386,same  messages,implies,same  which
387,following  relation,requires,source destination processes
388,FIFO delivery,enforced,sequence message
389,Even communication channel,guarantee,FIFO
390,numbers,used,individual  packets
391,future  messages,received_by,process pi
392,consistent  pi,construct_consistent,increasing time stamp order
393,pi,implements,following  delivery
394,processes,have,distributed  environment
395,all,received,messages
396,bounded message delivery,guarantees,bounded  assumption
397,message,arrive,lower  messages
398,so  we,need,strong clock condition
399,condition,requires,< ≡ T
400,sometimes  system,has,hidden  channels
401,reasoning,lead,incorrect  conclusions
402,two  processes,reach,channel failures
403,how  probability,exists,agreement
404,last messages one,be_able,messages destination
405,protocol,leads,correctly  messages
406,error processes,allow,digital  channels
407,redundancy,increased_by_more,more  bits
408,sequence,decide,bits
409,code,satisfies,distance
410,protocols,implement,also error control control
411,only  receiver,forces,only  data
412,offered  load,ensures,network capacity
413,offered  load,exceed,network
414,packetswhen  network,drop,store  networks
415,sender,detect,transmission rate
416,implementation,requires,the
417,global  that,need,one
418,computer chip,has,internal  clock
419,set,occurs_at,clock tick
420,chip,has,interval
421,predefined  action,repeated,predefined  interval
422,when  effects,sensed,action
423,modern state processors,run_at,2-4 GHz clock rate
424,system,goes_through,state changes
425,indeed  we,have_atomic,10−6  year
426,accuracy event,characterized_by,system
427,timers,provide_relative,relative  timemeasurements
428,description,adds_to,local  timer
429,Messages,lost,transmission
430,two  entities,need,common  time
431,is  that,provide,one  another
432,several power circuits,switched,same  time
433,emergency procedure,ensure,event
434,event,determine,state alarm
435,several  replicas,log,consistent  manner
436,stamps,used_for,virtual time clocks
437,First  granularity,observe,precision
438,one,tell,which
439,order discrimination,follows,driven  protocols
440,specification,require,cause  relationships
441,state that,view,one  another
442,that,need,certain  state
443,activity,ismodeled,process
444,cause,expressed_in,effects
445,Again  we,need,local  events
446,events,affect_more,global  processes
447,Causality,derived_from,local process history
448,such  events,said,other
449,users,perceive,integrated computing facility
450,system,has_several,several
451,multiple  resources,are_multiple,multiple  failure
452,systems,scaled_by,software network reliability
453,local file system,allow,larger communication costs
454,local file system,accessed,remote file system
455,call,supports_inter,remote address system
456,RPCs,introduced_in,early Bruce Nelson
457,Network File System,based_on,RPC
458,Invocation,provides,similar UNIX RPC methods
459,RPC,uses,based  calls
460,middleware,support,distributed  system
461,objects,accessed,identical  operations
462,objects,accessed_without,objects location
463,processes,run,shared information objects
464,instances,used,information users
465,objects,moved_without,faults
466,system,reconfigured_based,service requirements
467,system,scale_without,system applications
468,parallel computer parallelism,starts_with,different  levels
469,number,called,32 bit 2004
470,This,reduced,significant performance improvement
471,also address instructions,increased,larger address space
472,computers,use_multi,multi stage processing execution
473,instruction,completed_at,clock cycle
474,pipeline,consists_of,five Set stages2
475,architecture,have,much  large
476,4  processor,has,35 stage pipeline
477,loops,processed_in,parallel
478,that,decomposed_into,tasks
479,individual  processors,run,different input data
480,dependencies,cause_different,individual  tasks
481,Michael Flynn,proposed,control computer instruction
482,SIMD architecture,supports,vector processing
483,operations,carried,individual vector components
484,pairs,added,vector elements
485,Microsystems,introduced,SIMD
486,IBM,added,then POWER architecture
487,GPUs,used_in,embedded  systems
488,different  processors,executing_different,different  data
489,processors,share,common  MIMD
490,we,distinguish_several,several  systems
491,system,have,distributed
492,processors,communicate_with,such interconnection hypercube
493,some,use,traditional  processors
494,supercomputers,derive,rather processor speed
495,supercomputers,consist_of,fast custom interconnects
496,system,has,16.32 Lawrence LivermoreNational power
497,recently Cray XK7 system,coronated_as,fastest Ridge National world
498,Titan,has,"560,640"
499,supercomputer,achieved,17.59 Linpack benchmark
500,systems,powered,500  www.top500.org
501,three,use,4  interconnect
502,wide area networks,triggered_by,individual networks multiprocessors
503,wide area networks,allowed_individual,individual networks multiprocessors
504,systems,used_for_scientific,parallel programming processing
505,we,use,critical  components
506,events,numbered,sequentially e1 i
507,cooperating processes,work_in,common  goal
508,boundary  values,cooperate_with,boundary  another
509,boundary  values,agree,one  process
510,processes,provides,processes threads messages
511,where communication m,assume,m communication events
512,communication,done,only  send
513,structured term which,use,semantic  sender
514,us,allow,physical  entities
515,us,concentrate_on_critical,distributed  systems
516,channel,based,infinite bit bandwidth
517,messages,lost,channel
518,channel,fail,channel messages
519,processes,assume,concern
520,when communication events,illustrates,local  processes
521,protocol,illustrated_in,Figure
522,definition,extended_to,single communicating processes
523,global  state,appear,local  channels
524,state,encoded,channels
525,states,form,dimensional  lattice
526,Figure,shows,distributed  Figure
527,we,have,two
528,computation,consists,concurrent  processes
529,events,limit,global
530,process p1,reach,p2 state state
531,process p1,enters,only state process
532,Figure,shows,global  state
533,when  we,observe,undesirable
534,number,increases,system
535,We,conjecture,two  Figure
536,We,seen,six  state
537,global  state,notice,only  states
538,global  state,reached_from,only  states
539,1  it,show,m  case
540,n  1,observe,two  states
541,two  threads,gives,"n  0,0"
542,how  it,gives,concurrent  threads
543,Boolean  elements,are,global  system
544,electronic  computer,based_on,challenging  problems
545,parallel systems that,overview,basic computer clouds
546,thin client server computations,based_on,cloud
547,systems,represent,such Webbased large
548,such  applications,run_multiple,reliable  messages
549,noisy communication that,support,out  order
550,protocols,stamp,message
551,receiver,sends,own sequence message
552,clocks,may,sender
553,so sequence numbers,act_as_logical,logical  clocks
554,Timeouts,used,delayed  messages
555,computation,restarted_from,rather  beginning
556,system that,require,individual state systems
557,controllers,require_accurate,accurate resource state
558,security,implemented,specialized  monitors
559,Coordination,is,critical application controller
560,us,allows,intensive execution Section
561,us,reduce,intensive execution problem
562,often  we,have,parallel  algorithm
563,other  we,use,sequential SPMD paradigm
564,kernel,exploits,such system processor
565,current  thread,schedule,I  O
566,e.g.  application,avoiding,available address system
567,e.g.  application,allow,available address system
568,application,restricted,standard address size
569,multiple processor threads,used,single  processor
570,thread,suspended,different context place
571,state,saved,first  thread
572,thread,reactivated_at,later  time
573,switching,involve_multiple,multiple Virtual Memory Manager
574,Concurrency,motivated_by,often system performance
575,pipeline,requires,n execution stage
576,pipeline,requires_careful,full speed up
577,management,shows,concurrent  system
578,management,increase,concurrent  the
579,interaction,complicates,further  the
580,indeed  one,interrupted_due,page fault
581,special  state,requires_special,processor
582,early  concurrency,analyzed,early  computing
583,controllers,implemented_as_mixed,software hardware systems
584,application number,exploited_by,service
585,applications,use,2.13 client server concurrency
586,Web server,spawns,new
587,concurrent  activities,allow_concurrent,concert
588,reliable  that,allow,order
589,us,transform_noisy,noisy  channels
590,concurrent  activities,communicate_with,shared  memory
591,cloud server,provides,service application
592,applications,communicate_via,message passing
593,Interface,supports,synchronous  communication
594,Interface,used,parallel  applications
595,enforces aswe,see_in,Section
596,server,fail_without,period
597,concurrently  all,requires,current  next
598,Sometimes  one,mediates,activities
599,individual  threads,communicate,directly  one
600,applications,take_special,shared  resources
601,shared  resource,consider,financial  which
602,thread,accesses,new  balance
603,crash,lead,first  account
604,amount,credited_to,first  second
605,operation,allowed,interruptions
606,atomic  actions,expose,the
607,thus  system,simplifies,system
608,therefore  we,have,internal  failure
609,transaction analysis,suggests,basic  storage
610,analysis,pay_special,special  attention
611,test  which,support,noninterruptible memory operations
612,which,writes_to,memory location
613,two memory values,modifies,new memory value
614,flavors,distinguished,atomicity
615,atomic  action,means,same  state
616,transaction,carried,examples
617,record,returned,original  state
618,states,shown_in,all  Figure
619,preparatory  that,guarantee,only  object
620,us,allows,system consistency
621,us,deal,system failures
622,transition,called,second  phase
623,pages  that,carried,removable stack space
624,results,exposed,phase
625,resources,released,commit commit point
626,discussion,illustrates,all storage Figure
627,storage,support,all  actions
628,content,changed,cell
629,that,called,all  actions
630,that,supports,all
631,when cell action,identifies,version
632,that,changes,cell storage
633,new  value,written_to,cell
634,2.13 version we,shows,new  action
635,action,invokes,first  Action
636,outcome record,created,uniquely  action
637,version history,modified,variable
638,Finally  action,invokes,Commit
639,multiple  actions,means,one  order
640,actions,occurred,one  another
641,transaction,debit,second  accounts
642,us,allows,concurrent  activities
643,us,deal_with_unforseen,unforseen  events
644,atomic  action,address_several,given  time
645,atomic  action,has,shared  resource
646,atomic  action,return_to,original  system
647,How  order,ensure,consistent  results
648,order,leads,atomic  actions
649,Answers,increase,additional  problems
650,access,protected_by,shared  locks
651,such  actions,packaged_in,critical  code
652,lock,finds,critical  section
653,finally  that,unlocks,critical  section
654,lock,implemented,hardware atomicity
655,when  lock,set,queue
656,Monitors,provide_special,shared  Figure
657,long  drivers,require,rules
658,lights,prevent,accidents
659,when  agents,restrict,proposed  value
660,protocol,guarantee,123
661,that,developed,inconsistencies
662,number,discussed_in,Paxos literature
663,Lamport,proposed_several,Cheap Stoppable Refinement
664,Lamport,published,fictional part time protocol
665,service,consists_of,processes
666,Clients,send,processes
667,protocol,based_on_several,several  processors
668,Byzantine  i,experience,other  processor
669,asynchronously  that,sends,times  destination
670,then replication request,considers_several,then replication action
671,acceptors,c,forward  conflicts
672,proposal,has,Several proposal number system
673,typical  entity,plays,three  roles
674,Then  flow,described_as,messages
675,Clients,send,messages
676,normal  leader,i,then acceptor processes
677,i  instance,begins,consensus algorithm
678,protocol,collapses,master replica style protocol
679,simple  majority,consists_of,accepted  value
680,multiple  proposals,propose,same  value
681,simple  majority,chosen,acceptors
682,phases,described,algorithm
683,acceptor,remember,highest proposal number
684,that,treated_as,acceptor
685,proposer,chooses,value
686,proposer,sends,accept request acceptors
687,acceptor,receives,accept
688,pn,accepts,the
689,pn,register,value
690,pn,ignore,request
691,pn,accept,the
692,two  sets,have,common Phase algorithm
693,value,illustrates,2.15 consensus protocol
694,only safety that,found_in,three safety properties
695,sufficient  processors,learned,value
696,eventually  learner,learn,value
697,Figure,shows,2.16 message exchange
698,4.5  we,present,Paxos protocol
699,8.7  we,discuss,locking algorithm
700,two  arcs,connect,other  class
701,P name place nets,used_for,bipartite  graphs
702,Arcs,connect,one  places
703,tokens,adds,output Figure
704,tokens,transition,output
705,nets,model_different,distributed  system
706,transition,model,computational  packet
707,distribution,called,given  system
708,nets,model_concurrent,concurrent  activities
709,only  one,conflict,transitions
710,we,end,situation
711,same  transitions,means,one
712,t2 one,disabled,t1 t3
713,t1,occurs,t3 Figure
714,graph,model,transitions Figure
715,only  conditions,fire,p3
716,nets,used,priorities
717,net,models,Figure system
718,process,has,higher  t1
719,transition t2,fire,second  process
720,net,models,shared memory environment
721,same n process,read_at,same n time
722,subset,read_at,same n time
723,initialization  t3,allowed,write
724,Indeed  p3,have_at,most  one
725,shared n tokens,consumed,p2
726,we,switch_to,formal  presentation
727,function,describes,necessary  transition
728,PNs,describe,static
729,places,contain,tokens
730,distribution,defines,PN
731,behavior,described_by,together  net
732,Figure,shows,three  places
733,only  each,contain,input token
734,transitionmust,enabled_in,order
735,one input token,means,token output changes
736,one input token,removed,token output places
737,token,added_to,token output places
738,Thus  firing,changes,marked transition net
739,ti,changes,marked  net
740,sequence,called,only markings s1
741,algorithms,require_exponential,exponential  time
742,it,said,initialmarking
743,absence,guaranteed_by,absence
744,ti,represents,w input place
745,1 j -th entry,written_as,place
746,entry,denotes,the
747,inhibitor arc,prevents,transition
748,only  process,activated,transition t2
749,one inhibitor place,enabled,token
750,one,connected_with,one inhibitor arc
751,2.19  place,enabled,token
752,place,holds,p2  a
753,Petri  nets,partitioned_in_several,several  classes
754,State machines,used,finite state concurrency
755,Marked  graphs,model,choice
756,Free choice nets,model,confusion
757,free choice nets,model,inhibitor arcs
758,Asymmetric choice nets,model_asymmetric,asymmetric  confusion
759,output flow transitions,based_on,input places
760,relationships,illustrated_in,Petri  Figure
761,transitions,have,one state incoming
762,constraint,limits,state machine
763,transitions,have,so input arc presets
764,tuple  possiblemarkings,has,0  places
765,marked  place,has,only  one
766,marked  graphs,allow,choice
767,share,share,transitions presets
768,two  transitions,share,input place
769,two choice transitions,share,only input places
770,extensions,proposed,Petri  nets
771,Petri  nets,allow,thus PNs analysis
772,extensions,proposed,random performance transition
773,transition,elapses_between,time
774,model,allows,service transition
775,performance analysis,limited,generally state models
776,nets,introduced_in,1988
777,corresponding  aggregation,allow_easy,Markov domain
778,aggregation,reduce,one state system
779,possibly  processes,needed,distributed  system
780,process,migrate_from,only  others
781,process,needs,global predicate system
782,We,call,global  monitor
783,monitor,sends,global  state
784,global  snapshots,have,global  clock
785,three  processes,consider,i Figure i
786,processes,construct,similar Figure Figure
787,system,traversed,global  states
788,system,reach,ever  state
789,so event e1 2,sent,event
790,h j i,denotes,i j th event
791,Figure,illustrates,two space time cuts
792,C1,has,the
793,second  event,event,process frontier
794,Cuts,provide,global  processes
795,when  requests,represents,individual  group
796,when  requests,received,individual  states
797,cut  C1,violates,2.8  our
798,intuition,includes,process p3 sendingm3
799,second e2 p3,frozen_after,messagem3
800,p3,had,the
801,system,reach,ever  state
802,Next  we,introduce,consistent  cuts
803,event e,determine,cut
804,cut,include,3 communication m3
805,strong clock we,used_as,set clock inclusion
806,we,equate,clock
807,algorithm,used,causal  histories
808,time  pi,receives,message
809,Now  we,present,global monitoring section
810,p0,sends_to,snapshot  message
811,pi,be,first  time
812,process pi,records,underlying take computation
813,pi,starts,incoming  channels
814,fromwhich pi,be,first  time
815,incoming channel that,stops,incoming channel messages
816,message,crosses,channel
817,pi,made,global pi state
818,time pi pi,records,underlying  time
819,pi,receives,snapshot  message
820,connected  protocol,requires,1  channel
821,when j process,are_empty,snapshot  message
822,process,issues,snapshot
823,0  p0,sends_to,snapshot  message
824,1  process,sends,snapshot  Figure
825,2  each,sends,other  process
826,message,crosses,p j
827,system,made_of,defined  functions
828,Modularity,supports,development system
829,We,distinguish_soft,enforced  modularity
830,former  that,means,shared procedure call convention
831,caller,saves,transfer registers
832,callee,loads,stack
833,caller,adjusts,stack processing
834,modularity,hides,many  advantages
835,long module interfaces,replaced_with,other  modules
836,modules,written,different programming languages
837,Softmodularity,presents,challenges
838,call,increases,infinite  loop
839,caller,use,stack
840,language,enforce_soft,soft  modularity
841,instances classes,reject,data types
842,safety,allow,class instances
843,different time modules,affected_by,different programming languages
844,themodules,means,only  messages
845,where  clients,leads_to,robust  design
846,modules,have,state information
847,then  clients,fail,even  server
848,when sequence messages,makes,Transport Control Protocol
849,when sequence messages,guess,sequence segments
850,back end that,consists,requests
851,that,dispatches,the
852,architecture,exploits,computer cloud infrastructure
853,paradigm,allows,such operating Linux
854,client,use_multiple,multiple  servers
855,heterogeneity,creates,outweigh heterogeneity appeal
856,vice data heterogeneity,adds,canonical data representation
857,heterogeneity,require,one data another
858,also response servers,is,lower  workload
859,former,impose,any
860,network,communicate_through,network
861,Communication,adds_additional,additional response time
862,major  traffic,becomes,client
863,traffic,can,client
864,RPC,used_for,often server systems interactions
865,standard,described_in,RFC
866,process,use_special,111 service lookup
867,RPCmessages,identify,RPC port
868,RPCs,reduce,due communication delays
869,server,end,request
870,sender,sets,time out
871,error code,delivered_to,caller
872,time messages,require,order
873,sender,implements,once  server
874,spectrum,attests_to,modern computing landscape
875,TheWorldWideWeb,illustrates,client server TheWorldWideWeb society
876,users,allows,digital  format
877,page,created,description language
878,information,encoded,e.g. Web audio
879,client,pulls,server
880,pages,created,fly
881,others,fetched_from,disk
882,Web server,called,Transport Control clients
883,server,communicate,Transport Control Protocol
884,Figure,shows,2.22  the
885,when  client,sends,HTTP request
886,server,constructs,page
