chapter 6 cloud resource management and scheduling,contains,6.6 a utility-based model for cloud-based web services
chapter 6 cloud resource management and scheduling,contains,6.7 resource bundling: combinatorial auctions for cloud resources
chapter 6 cloud resource management and scheduling,contains,6.8 scheduling algorithms for computing clouds
chapter 6 cloud resource management and scheduling,contains,6.9 fair queuing
chapter 6 cloud resource management and scheduling,contains,6.10 start-time fair queuing
chapter 6 cloud resource management and scheduling,contains,6.11 borrowed virtual time
chapter 6 cloud resource management and scheduling,contains,6.12 cloud scheduling subject to deadlines
chapter 6 cloud resource management and scheduling,contains,6.13 scheduling mapreduce applications subject to deadlines
chapter 6 cloud resource management and scheduling,contains,6.14 resource management and dynamic application scaling
chapter 6 cloud resource management and scheduling,contains,6.15 further reading
chapter 7 networking support,contains,7.1 packet-switched networks
chapter 7 networking support,contains,7.2 the internet
chapter 7 networking support,contains,7.3 internet migration to ipv6
chapter 7 networking support,contains,7.4 the transformation of the internet
chapter 7 networking support,contains,7.5 web access and the tcp congestion control window
chapter 7 networking support,contains,7.6 network resource management
chapter 7 networking support,contains,7.7 interconnection networks for computer clouds
chapter 7 networking support,contains,7.8 storage area networks
chapter 7 networking support,contains,7.9 content-delivery networks
chapter 7 networking support,contains,7.10 overlay networks and small-world networks
chapter 7 networking support,contains,7.11 scale-free networks
chapter 7 networking support,contains,7.12 epidemic algorithms
chapter 7 networking support,contains,7.13 further reading
chapter 7 networking support,contains,7.14 history notes
chapter 8 storage systems,contains,8.1 the evolution of storage technology
chapter 8 storage systems,contains,"8.2 storage models, file systems, and databases"
chapter 8 storage systems,contains,8.3 distributed file systems: the precursors
chapter 8 storage systems,contains,8.4 general parallel file system
chapter 8 storage systems,contains,8.5 google file system
chapter 8 storage systems,contains,8.6 apache hadoop
chapter 8 storage systems,contains,8.7 locks and chubby: a locking service
chapter 8 storage systems,contains,8.8 transaction processing and nosql databases
chapter 8 storage systems,contains,8.9 bigtable
chapter 8 storage systems,contains,8.10 megastore
chapter 8 storage systems,contains,8.11 history notes
chapter 8 storage systems,contains,8.12 further reading
chapter 9 cloud security,contains,9.1 cloud security risks
chapter 9 cloud security,contains,9.2 security: the top concern for cloud users
chapter 9 cloud security,contains,9.3 privacy and privacy impact assessment
chapter 9 cloud security,contains,9.4 trust
chapter 9 cloud security,contains,9.5 operating system security
chapter 9 cloud security,contains,9.6 virtual machine security
chapter 9 cloud security,contains,9.7 security of virtualization
chapter 9 cloud security,contains,9.8 security risks posed by shared images
chapter 9 cloud security,contains,9.9 security risks posed by a management os
chapter 9 cloud security,contains,9.10 xoar: breaking the monolithic design of the tcb
chapter 9 cloud security,contains,9.11 a trusted virtual machine monitor
chapter 9 cloud security,contains,9.12 further reading
chapter 10 complex systems and self-organization,contains,10.1 complex systems
chapter 10 complex systems and self-organization,contains,10.2 abstraction and physical reality
chapter 10 complex systems and self-organization,contains,10.3 quantifying complexity
chapter 10 complex systems and self-organization,contains,10.4 emergence and self-organization
chapter 10 complex systems and self-organization,contains,10.5 composability bounds and scalability
chapter 10 complex systems and self-organization,contains,"10.6 modularity, layering, and hierarchy"
chapter 10 complex systems and self-organization,contains,10.7 more on the complexity of computing and communication systems
chapter 10 complex systems and self-organization,contains,10.8 systems of systems: challenges and solutions
chapter 10 complex systems and self-organization,contains,10.9 further reading
chapter 11 cloud application development,contains,11.1 amazon web services: ec2 instances
chapter 11 cloud application development,contains,11.2 connecting clients to cloud instances through firewalls
chapter 11 cloud application development,contains,11.3 security rules for application and transport layer protocols in ec2
chapter 11 cloud application development,contains,11.4 how to launch an ec2 linux instance and connect to it
chapter 11 cloud application development,contains,11.5 how to use s3 in java
chapter 11 cloud application development,contains,11.6 how to manage sqs services in c#
chapter 11 cloud application development,contains,11.7 how to install the simple notification service on ubuntu 10.04
chapter 11 cloud application development,contains,11.8 how to create an ec2 placement group and use mpi
chapter 11 cloud application development,contains,11.9 how to install hadoop on eclipse on a windows system
chapter 11 cloud application development,contains,11.10 cloud-based simulation of a distributed trust algorithm
chapter 11 cloud application development,contains,11.11 a trust management service
chapter 11 cloud application development,contains,11.12 a cloud service for adaptive data streaming
chapter 11 cloud application development,contains,11.13 cloud-based optimal fpga synthesis
chapter 1 introduction,contains,Cloud computing
chapter 1 introduction,contains,delivery models and services
chapter 1 introduction,contains,economical aspects
chapter 1 introduction,contains,"Cloud computing, delivery models and services"
chapter 1 introduction,contains,Elastic computing
chapter 1 introduction,contains,iCloud (Apple)
chapter 5 cloud resource virtualization,contains,Bandwidth
chapter 5 cloud resource virtualization,contains,utility-based computing costs
chapter 5 cloud resource virtualization,contains,Latency
chapter 6 cloud resource management and scheduling,contains,Autoscaling
chapter 6 cloud resource management and scheduling,contains,Cloud resource management
chapter 8 storage systems,contains,Storage area network (SAN)
chapter 8 storage systems,contains,Storage system
chapter 11 cloud application development,contains,Amazon Web Services (AWS)
chapter 11 cloud application development,contains,Cognitive radio networks (CRNs)
1.1 network-centric computing and network-centric content,contains,Application/logic tier
1.1 network-centric computing and network-centric content,contains,Centers for Disease Control (CDC)
1.1 network-centric computing and network-centric content,contains,"grid movement, impact on"
1.1 network-centric computing and network-centric content,contains,Computing grid
1.1 network-centric computing and network-centric content,contains,"application, challenges"
1.1 network-centric computing and network-centric content,contains,Content
1.1 network-centric computing and network-centric content,contains,centric routing
1.1 network-centric computing and network-centric content,contains,defined
1.1 network-centric computing and network-centric content,contains,Content-centric routing
1.1 network-centric computing and network-centric content,contains,Data tier
1.1 network-centric computing and network-centric content,contains,Defense Information Systems Agency (DISA)
1.1 network-centric computing and network-centric content,contains,European Organization for Nuclear Research (CERN)
1.1 network-centric computing and network-centric content,contains,Health and Human Services (HHS)
1.1 network-centric computing and network-centric content,contains,HyperText Markup Language (HTML)
1.1 network-centric computing and network-centric content,contains,HyperText Transfer Protocol (HTTP)
1.1 network-centric computing and network-centric content,contains,Large Hadron Collider (LHC)
1.1 network-centric computing and network-centric content,contains,LHC Computing Grid (LCG)
1.1 network-centric computing and network-centric content,contains,Middleware
1.1 network-centric computing and network-centric content,contains,National Aeronautics and Space Administration (NASA)
1.1 network-centric computing and network-centric content,contains,Navy’s Next Generation Enterprise Network (NGEN)
1.1 network-centric computing and network-centric content,contains,Network-centric computing and network-centric content
1.1 network-centric computing and network-centric content,contains,advantages
1.1 network-centric computing and network-centric content,contains,characteristics
1.1 network-centric computing and network-centric content,contains,development factors
1.1 network-centric computing and network-centric content,contains,distribution developments
1.1 network-centric computing and network-centric content,contains,Presentation tier
1.1 network-centric computing and network-centric content,contains,Quad-core processors
1.1 network-centric computing and network-centric content,contains,RDF Schema (RDFS)
1.1 network-centric computing and network-centric content,contains,Relational database management system (RDBMS)
1.1 network-centric computing and network-centric content,contains,Resource Description Framework (RDF)
1.1 network-centric computing and network-centric content,contains,"Software engineering tier models, impact on"
1.1 network-centric computing and network-centric content,contains,Three-tier model
1.1 network-centric computing and network-centric content,contains,Web Ontology Language (OWL)
1.2 peer-to-peer systems,contains,BitTorrent
1.2 peer-to-peer systems,contains,Chord
1.2 peer-to-peer systems,contains,Credence
1.2 peer-to-peer systems,contains,Key-based routing (KBR)
1.2 peer-to-peer systems,contains,Network News Transfer Protocol (NNTP)
1.2 peer-to-peer systems,contains,Overcite
1.2 peer-to-peer systems,contains,Peer-to-peer systems
1.2 peer-to-peer systems,contains,overlay network
1.2 peer-to-peer systems,contains,properties
1.2 peer-to-peer systems,contains,Simple Mail Transfer Protocol (SMTP)
1.2 peer-to-peer systems,contains,Skype
1.2 peer-to-peer systems,contains,Voice-over-Internet Protocol (VoIP)
1.3 cloud computing: an old idea whose time has come,contains,economical aspects
1.3 cloud computing: an old idea whose time has come,contains,"obstacles, using"
1.3 cloud computing: an old idea whose time has come,contains,"success factors, reasons"
1.3 cloud computing: an old idea whose time has come,contains,types
1.3 cloud computing: an old idea whose time has come,contains,Community cloud
1.3 cloud computing: an old idea whose time has come,contains,Data centers energy consumption
1.3 cloud computing: an old idea whose time has come,contains,Hybrid cloud
1.3 cloud computing: an old idea whose time has come,contains,Private cloud
1.3 cloud computing: an old idea whose time has come,contains,Public cloud
1.4 cloud computing delivery models and services,contains,architectures
1.4 cloud computing delivery models and services,contains,enterprise services
1.4 cloud computing delivery models and services,contains,entities
1.4 cloud computing delivery models and services,contains,model structures
1.4 cloud computing delivery models and services,contains,delivery models
1.4 cloud computing delivery models and services,contains,Infrastructure-as-a-Service (IaaS)
1.4 cloud computing delivery models and services,contains,Platform-as-a-Service (PaaS)
1.4 cloud computing delivery models and services,contains,Software-as-a-Service (SaaS)
1.5 ethical issues in cloud computing,contains,complex structure
1.5 ethical issues in cloud computing,contains,ethical issues
1.5 ethical issues in cloud computing,contains,support activities
1.6 cloud vulnerabilities,contains,vulnerabilities
1.6 cloud vulnerabilities,contains,Cloud vulnerabilities
1.7 major challenges faced by cloud computing,contains,major challenges
1.7 major challenges faced by cloud computing,contains,"SaaS model challenges, cloud computing"
1.8 further reading,contains,"IaaS model challenges, cloud computing"
1.8 further reading,contains,Trusted computer base (TCB)
1.8 further reading,contains,cloud computing
2.1 parallel computing,contains,Amdahl’s law
2.1 parallel computing,contains,Application-specific integrated circuit (ASIC)
2.1 parallel computing,contains,Cloud applications
2.1 parallel computing,contains,Cloud computing
2.1 parallel computing,contains,parallel computing
2.1 parallel computing,contains,Coffman conditions
2.1 parallel computing,contains,circular wait
2.1 parallel computing,contains,hold and wait
2.1 parallel computing,contains,mutual exclusion
2.1 parallel computing,contains,no preemption
2.1 parallel computing,contains,Communication protocols and process coordination
2.1 parallel computing,contains,Concurrent processes
2.1 parallel computing,contains,Data parallelism/loop parallelism
2.1 parallel computing,contains,Field programmable gate arrays (FPGAs)
2.1 parallel computing,contains,Gustafson’s law
2.1 parallel computing,contains,Hardware description language (HDL)
2.1 parallel computing,contains,Holy grail
2.1 parallel computing,contains,Message Passing Interface (MPI)
2.1 parallel computing,contains,Multicore processors
2.1 parallel computing,contains,Parallel and Distributed Systems
2.1 parallel computing,contains,checkpoint-restart procedures
2.1 parallel computing,contains,cloud applications
2.1 parallel computing,contains,communication protocols
2.1 parallel computing,contains,advantages
2.1 parallel computing,contains,algorithms requirements
2.1 parallel computing,contains,barrier synchronization
2.1 parallel computing,contains,concurrency problems
2.1 parallel computing,contains,deadlocks
2.1 parallel computing,contains,fine-grain and coarse-grain
2.1 parallel computing,contains,livelock condition
2.1 parallel computing,contains,shared memory
2.1 parallel computing,contains,speed-up measures
2.1 parallel computing,contains,subtasks
2.1 parallel computing,contains,Partial differential equations (PDEs)
2.1 parallel computing,contains,Priority inversion
2.1 parallel computing,contains,Same program multiple data (SPMD)
2.1 parallel computing,contains,Transaction processing systems
2.2 parallel computer architecture,contains,Bit-level parallelism
2.2 parallel computer architecture,contains,Cache Only Memory Access (COMA)
2.2 parallel computer architecture,contains,Complex instruction set computing (CISC)
2.2 parallel computer architecture,contains,Floating point systems (FPS)
2.2 parallel computer architecture,contains,Hypercube
2.2 parallel computer architecture,contains,IBM Sequoia-BlueGene/Q system
2.2 parallel computer architecture,contains,Instruction-level parallelism
2.2 parallel computer architecture,contains,Jaguar
2.2 parallel computer architecture,contains,MIMD architecture
2.2 parallel computer architecture,contains,defined
2.2 parallel computer architecture,contains,in parallel computing
2.2 parallel computer architecture,contains,"Multiple instructions, Multiple Data (MIMD)"
2.2 parallel computer architecture,contains,Non-Uniform Memory Access (NUMA)
2.2 parallel computer architecture,contains,Parallel and Distributed Systems
2.2 parallel computer architecture,contains,parallel computer architecture
2.2 parallel computer architecture,contains,graphic processing units (GPUs)
2.2 parallel computer architecture,contains,Sun Microsystems
2.2 parallel computer architecture,contains,vector processing
2.2 parallel computer architecture,contains,companies aimed to support
2.2 parallel computer architecture,contains,Reduced Instruction Set Computing (RISC)
2.2 parallel computer architecture,contains,"Single Instruction, Multiple Data (SIMD)"
2.2 parallel computer architecture,contains,Single Instruction Single Data (SISD)
2.2 parallel computer architecture,contains,Supercomputers
2.2 parallel computer architecture,contains,Task parallelism
2.2 parallel computer architecture,contains,Titan (Cray XK7 system)
2.2 parallel computer architecture,contains,Uniform Memory Access (UMA)
2.3 distributed systems,contains,Access transparency
2.3 distributed systems,contains,Concurrency transparency
2.3 distributed systems,contains,Distributed systems
2.3 distributed systems,contains,characteristics
2.3 distributed systems,contains,defined
2.3 distributed systems,contains,history
2.3 distributed systems,contains,middleware
2.3 distributed systems,contains,Failure transparency
2.3 distributed systems,contains,Location transparency
2.3 distributed systems,contains,Middleware
2.3 distributed systems,contains,Migration transparency
2.3 distributed systems,contains,Performance transparency
2.3 distributed systems,contains,Remote procedure call (RPC)
2.3 distributed systems,contains,Replication transparency
2.3 distributed systems,contains,Scaling transparency
2.4 global state of a process group,contains,Parallel and Distributed Systems
2.4 global state of a process group,contains,global state
2.4 global state of a process group,contains,of channels
2.4 global state of a process group,contains,communication channel
2.4 global state of a process group,contains,of distributed computation
2.4 global state of a process group,contains,initial state
2.4 global state of a process group,contains,lattice of
2.4 global state of a process group,contains,number of paths
2.4 global state of a process group,contains,process group
2.4 global state of a process group,contains,protocol
2.4 global state of a process group,contains,space-time
2.4 global state of a process group,contains,in two-dimensional case
2.5 communication protocols and process coordination,contains,Communication protocols and process coordination
2.5 communication protocols and process coordination,contains,implementation
2.5 communication protocols and process coordination,contains,precision of global time base
2.5 communication protocols and process coordination,contains,presence of errors
2.5 communication protocols and process coordination,contains,RTT estimation
2.5 communication protocols and process coordination,contains,timestamps
2.5 communication protocols and process coordination,contains,Congestion control
2.5 communication protocols and process coordination,contains,Flow control
2.5 communication protocols and process coordination,contains,Global predicate evaluation (GPE)
2.5 communication protocols and process coordination,contains,clock rate
2.5 communication protocols and process coordination,contains,error control mechanism
2.5 communication protocols and process coordination,contains,major concerns
2.5 communication protocols and process coordination,contains,process coordination
2.5 communication protocols and process coordination,contains,timing concept
2.5 communication protocols and process coordination,contains,problems
2.5 communication protocols and process coordination,contains,Round-trip-time (RTT)
2.5 communication protocols and process coordination,contains,Timestamps
2.6 logical clocks,contains,Binary cause-effect relationship
2.6 logical clocks,contains,Concurrent events
2.6 logical clocks,contains,Logical clocks (LC)
2.6 logical clocks,contains,concept
2.6 logical clocks,contains,rules
2.6 logical clocks,contains,binary cause-effect relationship
2.6 logical clocks,contains,event sequences
2.6 logical clocks,contains,System analysis phase
2.6 logical clocks,contains,System specification phase
2.7 message delivery rules; causal delivery,contains,Causal delivery
2.7 message delivery rules; causal delivery,contains,Clock condition
2.7 message delivery rules; causal delivery,contains,FIFO delivery
2.7 message delivery rules; causal delivery,contains,processes
2.7 message delivery rules; causal delivery,contains,Message delivery rules
2.7 message delivery rules; causal delivery,contains,causal delivery violation
2.7 message delivery rules; causal delivery,contains,channel-process interface
2.7 message delivery rules; causal delivery,contains,clock conditions
2.7 message delivery rules; causal delivery,contains,consistent message delivery
2.7 message delivery rules; causal delivery,contains,"First in, first out (FIFO) delivery"
2.7 message delivery rules; causal delivery,contains,Time stamp (T S(m))
2.7 message delivery rules; causal delivery,contains,Strong clock condition
2.8 runs and cuts; causal history,contains,Inconsistent and consistent cuts
2.8 runs and cuts; causal history,contains,Runs and cuts
2.8 runs and cuts; causal history,contains,Snapshot protocol of Chandy and Lamport
2.9 concurrency,contains,Concurrency
2.9 concurrency,contains,advantages
2.9 concurrency,contains,challenges
2.9 concurrency,contains,in embedded system
2.9 concurrency,contains,software applications
2.9 concurrency,contains,SPMD paradigm
2.9 concurrency,contains,system design strategy
2.9 concurrency,contains,thread activities
2.9 concurrency,contains,Context switching
2.9 concurrency,contains,Embedded systems
2.9 concurrency,contains,Exception Handler (EH)
2.9 concurrency,contains,Multilevel Memory Manager (MLMM)
2.9 concurrency,contains,scaled speed-up
2.9 concurrency,contains,Scheduler (S)
2.9 concurrency,contains,Virtualization
2.9 concurrency,contains,Virtual Memory Manager (VMM)
2.10 atomic actions,contains,All-or-nothing action
2.10 atomic actions,contains,post-commit phase
2.10 atomic actions,contains,pre-commit phase
2.10 atomic actions,contains,Atomic actions
2.10 atomic actions,contains,all-or-nothing property
2.10 atomic actions,contains,basic operations
2.10 atomic actions,contains,before-or-after property
2.10 atomic actions,contains,cell storage
2.10 atomic actions,contains,compare-and-swap architecture
2.10 atomic actions,contains,hardware support
2.10 atomic actions,contains,journal storage
2.10 atomic actions,contains,monitors
2.10 atomic actions,contains,multistep operations
2.10 atomic actions,contains,parallel and distributed applications
2.10 atomic actions,contains,systematic approaches
2.10 atomic actions,contains,Barrier synchronization
2.10 atomic actions,contains,Before-or-after atomicity
2.10 atomic actions,contains,Cell storage
2.10 atomic actions,contains,Commit point
2.10 atomic actions,contains,communication channels
2.10 atomic actions,contains,Journal storage
2.10 atomic actions,contains,Message Passing Interface (MPI)
2.10 atomic actions,contains,Monitors
2.10 atomic actions,contains,Semaphores
2.10 atomic actions,contains,Storage models
2.11 consensus protocols,contains,Consensus protocols
2.11 consensus protocols,contains,Algorithms
2.11 consensus protocols,contains,in distributed system
2.11 consensus protocols,contains,"entities, role in"
2.11 consensus protocols,contains,family of Paxos
2.11 consensus protocols,contains,no fault-tolerancy
2.11 consensus protocols,contains,request types
2.11 consensus protocols,contains,services
2.11 consensus protocols,contains,Paxos consensus algorithm flow
2.11 consensus protocols,contains,Proposal preparation
2.11 consensus protocols,contains,Proposal promise
2.11 consensus protocols,contains,Quorum
2.12 modeling concurrency with petri nets,contains,Asymmetric choice petri nets
2.12 modeling concurrency with petri nets,contains,Asymmetric confusion
2.12 modeling concurrency with petri nets,contains,Bipartite graph
2.12 modeling concurrency with petri nets,contains,Confusion
2.12 modeling concurrency with petri nets,contains,Enabled Transition
2.12 modeling concurrency with petri nets,contains,Extended free choice
2.12 modeling concurrency with petri nets,contains,Extended nets
2.12 modeling concurrency with petri nets,contains,Firing rule
2.12 modeling concurrency with petri nets,contains,Firing sequence
2.12 modeling concurrency with petri nets,contains,Free Choice
2.12 modeling concurrency with petri nets,contains,Incidence matrix
2.12 modeling concurrency with petri nets,contains,Liveness
2.12 modeling concurrency with petri nets,contains,Marked Graph
2.12 modeling concurrency with petri nets,contains,Modeling concurrency with Petri nets
2.12 modeling concurrency with petri nets,contains,Modified Transition Enabling Rule for Extended Nets
2.12 modeling concurrency with petri nets,contains,Ordinary Net
2.12 modeling concurrency with petri nets,contains,Petri nets
2.12 modeling concurrency with petri nets,contains,bipartite graphs
2.12 modeling concurrency with petri nets,contains,concurrent activities
2.12 modeling concurrency with petri nets,contains,confusion
2.12 modeling concurrency with petri nets,contains,defined
2.12 modeling concurrency with petri nets,contains,in distributed system
2.12 modeling concurrency with petri nets,contains,exclusion model
2.12 modeling concurrency with petri nets,contains,marked graph
2.12 modeling concurrency with petri nets,contains,model priorities
2.12 modeling concurrency with petri nets,contains,system with two processes
2.12 modeling concurrency with petri nets,contains,tokens in
2.12 modeling concurrency with petri nets,contains,State Machine
2.12 modeling concurrency with petri nets,contains,Stochastic Petri nets (SPNs)
2.12 modeling concurrency with petri nets,contains,Symmetric confusion
2.13 enforced modularity: the client-server paradigm,contains,Client-server paradigm
2.13 enforced modularity: the client-server paradigm,contains,applications
2.13 enforced modularity: the client-server paradigm,contains,back-end systems
2.13 enforced modularity: the client-server paradigm,contains,communication on WWW
2.13 enforced modularity: the client-server paradigm,contains,email service
2.13 enforced modularity: the client-server paradigm,contains,front-end systems
2.13 enforced modularity: the client-server paradigm,contains,"heterogeneity, systems"
2.13 enforced modularity: the client-server paradigm,contains,HTTP tunneling
2.13 enforced modularity: the client-server paradigm,contains,modularity concept
2.13 enforced modularity: the client-server paradigm,contains,process architecture
2.13 enforced modularity: the client-server paradigm,contains,proxy server
2.13 enforced modularity: the client-server paradigm,contains,remote procedure call (RPC)
2.13 enforced modularity: the client-server paradigm,contains,response time
2.13 enforced modularity: the client-server paradigm,contains,security concerns
2.13 enforced modularity: the client-server paradigm,contains,system ensembles
2.13 enforced modularity: the client-server paradigm,contains,in WorldWideWeb
2.13 enforced modularity: the client-server paradigm,contains,client-server paradigm
2.13 enforced modularity: the client-server paradigm,contains,Enforced modularity
2.13 enforced modularity: the client-server paradigm,contains,HyperText Transfer Protocol (HTTP)
2.13 enforced modularity: the client-server paradigm,contains,Modularity
2.13 enforced modularity: the client-server paradigm,contains,Remote procedure call (RPC)
2.13 enforced modularity: the client-server paradigm,contains,Response time
2.13 enforced modularity: the client-server paradigm,contains,Soft modularity
2.13 enforced modularity: the client-server paradigm,contains,challenges
2.13 enforced modularity: the client-server paradigm,contains,module implementation
2.13 enforced modularity: the client-server paradigm,contains,Stochastic high-level Petri nets (SHLPNs)
2.13 enforced modularity: the client-server paradigm,contains,System heterogeneity
2.13 enforced modularity: the client-server paradigm,contains,Three-way handshake
2.13 enforced modularity: the client-server paradigm,contains,Transport Control Protocol (TCP)
2.13 enforced modularity: the client-server paradigm,contains,Web browser
2.13 enforced modularity: the client-server paradigm,contains,Web page
3.1 cloud computing at amazon,contains,Amazon Machine Image (AMI)
3.1 cloud computing at amazon,contains,Amazon Web Services (AWS)
3.1 cloud computing at amazon,contains,AutoScaling
3.1 cloud computing at amazon,contains,Charges
3.1 cloud computing at amazon,contains,CloudFormation
3.1 cloud computing at amazon,contains,CloudWatch
3.1 cloud computing at amazon,contains,Elastic Beanstalk
3.1 cloud computing at amazon,contains,Elastic Block Store (EBS)
3.1 cloud computing at amazon,contains,Evaluation
3.1 cloud computing at amazon,contains,Simple DB
3.1 cloud computing at amazon,contains,Simple Queue Service (SQS)
3.1 cloud computing at amazon,contains,Virtual Private Cloud (VPC)
3.1 cloud computing at amazon,contains,Amazon Web Services Licensing Agreement (AWSLA)
3.1 cloud computing at amazon,contains,charges
3.1 cloud computing at amazon,contains,evaluation
3.1 cloud computing at amazon,contains,regions and availability zones
3.1 cloud computing at amazon,contains,Autoscaling
3.1 cloud computing at amazon,contains,Basic Monitoring
3.1 cloud computing at amazon,contains,at Amazon
3.1 cloud computing at amazon,contains,Cloud Formation
3.1 cloud computing at amazon,contains,Cloud Front
3.1 cloud computing at amazon,contains,Cloud infrastructure
3.1 cloud computing at amazon,contains,delivery models
3.1 cloud computing at amazon,contains,Infrastructure-as-a-Service (IaaS)
3.1 cloud computing at amazon,contains,Platform-as-a-Service (PaaS)
3.1 cloud computing at amazon,contains,Software-as-a-Service (SaaS)
3.1 cloud computing at amazon,contains,IBMSmartCloud
3.1 cloud computing at amazon,contains,open-source cloud computing platforms
3.1 cloud computing at amazon,contains,Cloud Watch
3.1 cloud computing at amazon,contains,Detailed Monitoring
3.1 cloud computing at amazon,contains,DynamoDB
3.1 cloud computing at amazon,contains,ElastiCache
3.1 cloud computing at amazon,contains,Elastic Compute Cloud (EC2)
3.1 cloud computing at amazon,contains,SOAP messages
3.1 cloud computing at amazon,contains,VM import
3.1 cloud computing at amazon,contains,Xen virtualization strategy
3.1 cloud computing at amazon,contains,Elastic Load Balancer
3.1 cloud computing at amazon,contains,Elastic Map Reduce (EMR)
3.1 cloud computing at amazon,contains,ETag
3.1 cloud computing at amazon,contains,Eucalyptus
3.1 cloud computing at amazon,contains,Network address translation (NAT) mechanism
3.1 cloud computing at amazon,contains,Nimbus
